Time ,Day,Month,Year,Light,WindSpeed,WindDir,Rainfall,Pressure,Temperature,RH
3:30,2,9,2013,0,0,250,0,739.8472,9.21986,46.14737
4:00,2,9,2013,0,0,255,0,739.8472,8.59155,46.35789
4:30,2,9,2013,-0.21715,0,280,0,740.1428,8.20423,45.94737
5:00,2,9,2013,0,0,290,0,739.8472,7.95833,45.69474
5:30,2,9,2013,-0.21715,0,295,0,739.8472,7.23611,46.51579
6:00,2,9,2013,0.65144,0,315,0,740.4384,6.26207,45.14737
6:30,2,9,2013,14.33173,0,300,0,741.6208,6.62069,46.64211
7:00,2,9,2013,17.58894,0,290,0,741.3252,8.09859,45.29474
7:30,2,9,2013,22.80047,0,55,0,742.2119,9.04965,45.08421
8:00,2,9,2013,34.74358,0,5,0,741.9163,10.03571,46.48421
8:30,2,9,2013,133.7628,0,50,0,741.9163,11.06569,49.53684
9:00,2,9,2013,723.1008,0.29334,95,0,741.3252,13.35075,56.12632
9:30,2,9,2013,852.9549,0.24,95,0,740.4384,15.51938,51.78947
10:00,2,9,2013,755.2386,0.10667,60,0,740.4384,16.83594,43.06316
10:30,2,9,2013,779.1248,0.10667,50,0,740.734,17.08,41.5579
11:00,2,9,2013,1156.093,0.08,125,0,740.1428,17.856,40.49474
11:30,2,9,2013,512.9021,0.26667,50,0,740.4384,18.41803,36.31579
12:00,2,9,2013,805.6168,0.08,140,0,740.734,18.59836,40.97895
12:30,2,9,2013,750.4614,0.4,180,0,740.1428,19.48333,35.32632
13:00,2,9,2013,515.5079,0.16,350,0,739.5517,19.71667,35.72632
13:30,2,9,2013,241.9022,0,275,0,738.9605,19.25,34.96842
14:00,2,9,2013,101.8421,0,300,0,739.2561,17.32,39.82105
14:30,2,9,2013,160.9062,0.08,300,0,739.2561,15.89923,42.72632
15:00,2,9,2013,58.84694,0.02667,180,0,739.2561,15.06202,42.27369
15:30,2,9,2013,72.52722,0,55,0,739.2561,14.31818,44.89474
16:00,2,9,2013,49.9439,0.02667,320,0,739.5517,14.23485,45.82106
16:30,2,9,2013,34.74358,0,125,0,739.2561,13.84328,44.83158
17:00,2,9,2013,16.06891,0,135,0,739.2561,13.42537,45.43158
17:30,2,9,2013,6.51442,0,120,0,739.5517,13.09702,45.4
18:00,2,9,2013,0,0,120,0,739.5517,12.38971,44.84211
18:30,2,9,2013,0,0,165,0,739.8472,11.78832,45.35789
19:00,2,9,2013,0,0,250,0,739.5517,11.18248,46.09474
